
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.69
2                       2.47
4                       2.32
8                       2.33
16                      2.32
32                      2.31
64                      2.34
128                     2.35
256                     3.04
512                     3.07
1024                    3.17
2048                    3.33
4096                    3.50
8192                    3.94
16384                   4.77
32768                   9.19
65536                  15.90
131072                 22.79
262144                 36.62
