
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.35
2                       2.34
4                       2.33
8                       2.34
16                      2.31
32                      2.34
64                      2.38
128                     2.36
256                     3.04
512                     3.07
1024                    3.17
2048                    3.33
4096                    3.51
8192                    3.94
16384                   4.77
32768                   9.20
65536                  15.93
131072                 22.89
262144                 36.63
