
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.57
2                       2.50
4                       2.32
8                       2.32
16                      2.32
32                      2.31
64                      2.32
128                     2.35
256                     3.04
512                     3.07
1024                    3.16
2048                    3.33
4096                    3.49
8192                    3.95
16384                   4.76
32768                   9.21
65536                  15.91
131072                 22.81
262144                 36.61
