
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.99
2                       2.34
4                       2.31
8                       2.31
16                      2.31
32                      2.31
64                      2.32
128                     2.34
256                     3.04
512                     3.07
1024                    3.16
2048                    3.33
4096                    3.51
8192                    3.94
16384                   4.77
32768                   9.18
65536                  15.89
131072                 22.81
262144                 36.61
