4106914

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       7.88
2                       6.28
4                       7.41
8                       6.21
16                      6.65
32                      6.44
64                      7.49
128                     8.63
256                     7.45
512                     7.96
1024                    7.94
2048                    8.57
4096                   16.52
8192                   20.62
16384                  25.24
32768                  32.28
65536                  48.10
131072                 80.76
262144                181.73
