4107389

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      13.89
2                       8.77
4                       8.04
8                       6.41
16                     11.77
32                      9.82
64                     11.82
128                     9.11
256                    11.56
512                    10.54
1024                    8.20
2048                   14.82
4096                   17.79
8192                   21.04
16384                  29.75
32768                  38.91
65536                  50.30
131072                 90.35
262144                207.65
