4105731

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       7.36
2                       5.55
4                       5.69
8                       7.22
16                      7.03
32                      7.37
64                      7.95
128                     7.78
256                     7.24
512                     7.62
1024                    7.64
2048                    7.98
4096                   18.28
8192                   28.57
16384                  24.24
32768                  32.79
65536                  47.32
131072                 77.43
262144                178.31
