4106092

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.08
2                       8.92
4                       5.68
8                       6.54
16                      8.16
32                      7.68
64                      6.31
128                     7.79
256                     7.89
512                     7.30
1024                    7.71
2048                    8.98
4096                   15.70
8192                   19.20
16384                  23.66
32768                  33.12
65536                  49.14
131072                 80.30
262144                182.30
