4107507

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       9.02
2                       8.33
4                       6.01
8                       7.99
16                     10.59
32                     10.69
64                      8.62
128                     9.69
256                    11.32
512                    10.90
1024                    9.74
2048                    9.72
4096                   21.33
8192                   25.36
16384                  29.29
32768                  37.21
65536                  54.71
131072                 90.58
262144                205.13
