4105848

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       9.87
2                       8.09
4                       8.13
8                       6.97
16                      8.04
32                      6.50
64                      7.83
128                     8.59
256                     9.35
512                     8.36
1024                    8.56
2048                    9.93
4096                   19.73
8192                   19.99
16384                  25.89
32768                  37.09
65536                  51.65
131072                 81.35
262144                179.42
