4107275

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.47
2                       9.79
4                       5.61
8                       5.62
16                      9.03
32                      8.23
64                      9.56
128                    10.00
256                     8.23
512                    10.15
1024                    8.74
2048                    8.64
4096                   15.39
8192                   21.70
16384                  28.64
32768                  33.20
65536                  50.17
131072                 86.61
262144                191.64
