4104885

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       8.52
2                       7.89
4                       7.05
8                       7.95
16                      6.95
32                      7.60
64                      6.70
128                     8.53
256                     8.92
512                     8.53
1024                    8.21
2048                    8.69
4096                   18.03
8192                   21.71
16384                  25.50
32768                  35.22
65536                  50.20
131072                 85.47
262144                217.97
