4106794

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       8.11
2                       5.85
4                       5.90
8                       5.48
16                      6.74
32                      6.22
64                      6.57
128                     7.85
256                     8.69
512                     7.34
1024                    8.59
2048                    9.54
4096                   16.17
8192                   20.32
16384                  26.63
32768                  33.01
65536                  49.59
131072                 80.63
262144                183.61
