4106446

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.75
2                       6.08
4                       6.30
8                       5.76
16                      7.00
32                      6.75
64                      6.76
128                     7.27
256                     7.01
512                     7.47
1024                    8.05
2048                   10.47
4096                   15.61
8192                   19.16
16384                  25.13
32768                  32.03
65536                  46.16
131072                 76.23
262144                183.27
