4106560

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       8.24
2                       7.34
4                       7.73
8                       9.49
16                      8.84
32                      8.43
64                      8.51
128                     7.26
256                     7.51
512                     7.30
1024                    7.76
2048                    8.49
4096                   17.39
8192                   19.19
16384                  24.18
32768                  32.85
65536                  47.29
131072                 77.14
262144                179.94
