4106681

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       9.26
2                       5.78
4                       5.83
8                       5.90
16                      6.99
32                      9.11
64                      7.49
128                     7.18
256                     7.17
512                     7.26
1024                    7.62
2048                   10.12
4096                   19.55
8192                   21.40
16384                  23.37
32768                  34.25
65536                  50.47
131072                 77.98
262144                186.87
