4105964

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       7.06
2                       6.11
4                       7.37
8                       7.72
16                      6.73
32                      7.50
64                      6.49
128                     8.89
256                     8.19
512                     7.24
1024                    7.67
2048                    8.40
4096                   15.65
8192                   20.76
16384                  25.75
32768                  33.18
65536                  49.19
131072                 79.13
262144                182.38
