4106326

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      11.89
2                       5.93
4                       7.80
8                       5.78
16                      6.29
32                      7.32
64                     10.08
128                     7.21
256                     7.41
512                     9.73
1024                   10.54
2048                   12.67
4096                   18.99
8192                   20.23
16384                  25.17
32768                  33.09
65536                  51.41
131072                 82.33
262144                185.38
