4105498

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       7.40
2                       6.95
4                       6.50
8                       5.76
16                      7.55
32                      7.46
64                     10.38
128                     8.69
256                     7.67
512                     7.33
1024                    9.06
2048                    9.75
4096                   18.26
8192                   20.45
16384                  27.63
32768                  33.58
65536                  49.80
131072                 87.95
262144                213.93
