4107157

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       7.60
2                       5.72
4                       5.80
8                       6.32
16                      6.97
32                     10.89
64                      8.25
128                     8.18
256                     7.97
512                     8.49
1024                   10.31
2048                    9.40
4096                   18.86
8192                   20.19
16384                  26.98
32768                  37.66
65536                  49.77
131072                 81.44
262144                191.80
