4107043

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       8.66
2                       6.42
4                       6.03
8                       5.57
16                      6.26
32                      9.27
64                      8.36
128                     9.06
256                     7.40
512                     9.81
1024                    9.52
2048                   11.36
4096                   18.88
8192                   21.41
16384                  26.52
32768                  35.78
65536                  52.72
131072                 88.89
262144                199.82
