4105135

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.91
2                       6.00
4                       8.18
8                       5.65
16                      6.47
32                     10.61
64                      7.28
128                     8.27
256                     7.58
512                     9.37
1024                    9.03
2048                   10.94
4096                   16.68
8192                   20.55
16384                  26.57
32768                  35.91
65536                  49.67
131072                 99.58
262144                232.52
