4106209

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.73
2                       6.95
4                       6.56
8                       6.11
16                      6.66
32                      8.04
64                      6.83
128                     7.09
256                     7.29
512                     8.92
1024                    8.10
2048                    8.91
4096                   15.71
8192                   18.93
16384                  25.01
32768                  32.41
65536                  48.02
131072                 76.82
262144                177.93
