4103717

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      10.44
2                      11.24
4                       7.59
8                       6.62
16                      6.97
32                      8.18
64                      6.83
128                     8.13
256                     7.46
512                     7.36
1024                    7.96
2048                    9.45
4096                   35.89
8192                   38.57
16384                  42.05
32768                  46.37
65536                  56.03
131072                 85.97
262144                193.90
